INFO:NEGATIVE WORD LENGTH: DALI ID: 0056b60ad09c4f389d107868e2d5c149, index (from get_file_path): 3, text: lifei, word length: -84.44, line number: 115
INFO:LONG WORD LENGTH: DALI ID: 340025bd3a444616af2446763da08199, index (from get_file_path): 1010, text: loves, word length: 6.63, word index: 315
INFO:NEGATIVE WORD LENGTH: DALI ID: 341a91a8a917463994c5f65d0df9139c, index (from get_file_path): 1013, text: onemmm, word length: -200.45, line number: 92
INFO:LONG WORD LENGTH: DALI ID: 341a91a8a917463994c5f65d0df9139c, index (from get_file_path): 1013, text: care, word length: 5.77, word index: 100
INFO:LONG WORD LENGTH: DALI ID: 352493b3026444188c513d6f1ad4a381, index (from get_file_path): 1031, text: thing, word length: 11.74, word index: 171
INFO:LONG WORD LENGTH: DALI ID: 3527ca2331b443c6baf3cc5161e1dfd3, index (from get_file_path): 1032, text: "ritababa", word length: 19.35, word index: 0
INFO:LONG WORD LENGTH: DALI ID: 353c0be2508b41f8b8fd1faf3ce9ac87, index (from get_file_path): 1033, text: decades, word length: 7.41, word index: 230
INFO:LONG WORD LENGTH: DALI ID: 35840a3d008f4efbad065f8adff39b68, index (from get_file_path): 1037, text: oh, word length: 10.18, word index: 180
INFO:LONG WORD LENGTH: DALI ID: 35a7d1e8c8f24526b57ee3120be84692, index (from get_file_path): 1040, text: yeah!, word length: 7.34, word index: 194
INFO:LONG WORD LENGTH: DALI ID: 35edfc3ef22a42e88b7f3f5fc010d788, index (from get_file_path): 1042, text: anyonea, word length: 5.11, word index: 65
INFO:LONG WORD LENGTH: DALI ID: 36494d86f55a4905a8c620e3948fa26b, index (from get_file_path): 1051, text: brave, word length: 5.22, word index: 17
INFO:LONG WORD LENGTH: DALI ID: 36494d86f55a4905a8c620e3948fa26b, index (from get_file_path): 1051, text: breaking, word length: 5.22, word index: 106
INFO:LONG WORD LENGTH: DALI ID: 3663d6c339c94a23a2f9c6b53d41c49c, index (from get_file_path): 1055, text: family, word length: 5.08, word index: 197
INFO:LONG WORD LENGTH: DALI ID: 367df2a37984455994bb774ea9d9356b, index (from get_file_path): 1060, text: woohohohoh, word length: 5.11, word index: 204
INFO:LONG WORD LENGTH: DALI ID: 367df2a37984455994bb774ea9d9356b, index (from get_file_path): 1060, text: woohohohohhh, word length: 5.86, word index: 205
INFO:LONG WORD LENGTH: DALI ID: 36d979f7606848f9a0bdbc4368aa2882, index (from get_file_path): 1073, text: love, word length: 5.20, word index: 159
INFO:LONG WORD LENGTH: DALI ID: 36f738e2fd334d8aa33d79a64cc7cecc, index (from get_file_path): 1076, text: goodbye, word length: 8.29, word index: 242
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: oh, word length: 5.62, word index: 0
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: oh, word length: 5.25, word index: 1
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: oh, word length: 5.62, word index: 2
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: me--, word length: 5.00, word index: 63
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: oh, word length: 5.12, word index: 64
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: oh, word length: 5.00, word index: 67
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: 0h, word length: 5.00, word index: 106
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: ahuh, word length: 5.25, word index: 110
INFO:LONG WORD LENGTH: DALI ID: 376f834b4e0f46e0ad511d33e62aa9d2, index (from get_file_path): 1080, text: uh-, word length: 5.00, word index: 111
INFO:LONG WORD LENGTH: DALI ID: 377a53a4e70243e98f8038c53483c9b2, index (from get_file_path): 1082, text: temps.-, word length: 5.78, word index: 78
INFO:LONG WORD LENGTH: DALI ID: 377a53a4e70243e98f8038c53483c9b2, index (from get_file_path): 1082, text: temps!, word length: 10.93, word index: 146
INFO:LONG WORD LENGTH: DALI ID: 37830c690ab549de894118d7b3e23e38, index (from get_file_path): 1084, text: pretending, word length: 5.00, word index: 233
INFO:LONG WORD LENGTH: DALI ID: 37a80b0af78f4993a7bd03d53dff117f, index (from get_file_path): 1085, text: there, word length: 5.56, word index: 133
INFO:LONG WORD LENGTH: DALI ID: 381709de8df9429787db4839744d911a, index (from get_file_path): 1093, text: time, word length: 5.71, word index: 164
INFO:LONG WORD LENGTH: DALI ID: 381709de8df9429787db4839744d911a, index (from get_file_path): 1093, text: time, word length: 5.66, word index: 169
INFO:LONG WORD LENGTH: DALI ID: 381709de8df9429787db4839744d911a, index (from get_file_path): 1093, text: time, word length: 5.92, word index: 174
INFO:LONG WORD LENGTH: DALI ID: 387096e2e63a4cec907e3f5c70c23878, index (from get_file_path): 1103, text: radioactive, word length: 6.69, word index: 298
INFO:NEGATIVE WORD LENGTH: DALI ID: 387ea54872f44fd69485de61e63d7d32, index (from get_file_path): 1105, text: nowand, word length: -162.31, line number: 236
INFO:LONG WORD LENGTH: DALI ID: 38bbcb533663410cafff78b6d83f6a89, index (from get_file_path): 1109, text: me., word length: 5.52, word index: 335
INFO:LONG WORD LENGTH: DALI ID: 38c7f272852a40f0a2e188c517edaa29, index (from get_file_path): 1112, text: ---------------------------, word length: 11.67, word index: 194
INFO:LONG WORD LENGTH: DALI ID: 38e061e333cb4626988287f9f4b447c9, index (from get_file_path): 1114, text: (humming), word length: 8.96, word index: 158
INFO:LONG WORD LENGTH: DALI ID: 395a883948b5464d8c7423bc45cc04ec, index (from get_file_path): 1120, text: again,, word length: 5.72, word index: 233
INFO:LONG WORD LENGTH: DALI ID: 396823b3295b454899df594ff1966223, index (from get_file_path): 1122, text: memoryyy, word length: 6.71, word index: 196
INFO:LONG WORD LENGTH: DALI ID: 3968692c9e9a48dbae914d7673bb5ed3, index (from get_file_path): 1123, text: cry, word length: 5.88, word index: 182
INFO:LONG WORD LENGTH: DALI ID: 3a4bd119dd7045d5bb33840dbebc776e, index (from get_file_path): 1139, text: oh, word length: 5.10, word index: 218
INFO:LONG WORD LENGTH: DALI ID: 3a4bd119dd7045d5bb33840dbebc776e, index (from get_file_path): 1139, text: oooh, word length: 5.20, word index: 225
INFO:LONG WORD LENGTH: DALI ID: 3a69e6943634479489b178ccf6123331, index (from get_file_path): 1141, text: darling, word length: 6.39, word index: 212
INFO:LONG WORD LENGTH: DALI ID: 3a7734d489bb44c48714e7412825ee39, index (from get_file_path): 1142, text: ay-oh-whay-oh-ay-oh-whey-oh., word length: 5.74, word index: 57
INFO:LONG WORD LENGTH: DALI ID: 3a7734d489bb44c48714e7412825ee39, index (from get_file_path): 1142, text: ay-oh-whey-oh-a-y-oh-whey-oh,, word length: 6.32, word index: 122
INFO:LONG WORD LENGTH: DALI ID: 3a7734d489bb44c48714e7412825ee39, index (from get_file_path): 1142, text: ay-oh-whey-oh-ay-oh-whey-oh,, word length: 6.03, word index: 212
INFO:LONG WORD LENGTH: DALI ID: 3b760a0652d84445a9faa22066a3c6e8, index (from get_file_path): 1162, text: time, word length: 5.10, word index: 295
INFO:LONG WORD LENGTH: DALI ID: 3bce4e5b56a14ba2adf9936d8869ff0f, index (from get_file_path): 1171, text: intrumental, word length: 37.91, word index: 228
INFO:LONG WORD LENGTH: DALI ID: 3c141527306b45a8b815eadd28c01a81, index (from get_file_path): 1175, text: oh, word length: 5.20, word index: 112
INFO:LONG WORD LENGTH: DALI ID: 3ca5d167eda04e5bb07d0a4919705bcc, index (from get_file_path): 1187, text: huuuu..., word length: 5.04, word index: 188
INFO:LONG WORD LENGTH: DALI ID: 3d0eb6f5dfb346c4ba200bc84d32dfae, index (from get_file_path): 1195, text: ooooh, word length: 5.26, word index: 64
INFO:LONG WORD LENGTH: DALI ID: 3d0eb6f5dfb346c4ba200bc84d32dfae, index (from get_file_path): 1195, text: ooooh, word length: 5.16, word index: 66
INFO:LONG WORD LENGTH: DALI ID: 3d0eb6f5dfb346c4ba200bc84d32dfae, index (from get_file_path): 1195, text: oooooh, word length: 5.31, word index: 121
INFO:LONG WORD LENGTH: DALI ID: 3d0eb6f5dfb346c4ba200bc84d32dfae, index (from get_file_path): 1195, text: oooooh, word length: 5.21, word index: 123
INFO:LONG WORD LENGTH: DALI ID: 3d45ce1696a14969b02b462f52a46d26, index (from get_file_path): 1200, text: sondag, word length: 6.88, word index: 156
INFO:LONG WORD LENGTH: DALI ID: 3d568c9be78f499692bf5a3ca8698e34, index (from get_file_path): 1203, text: anymore, word length: 5.57, word index: 324
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: imperfections, word length: 5.62, word index: 24
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: uni-verse, word length: 5.19, word index: 70
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: oo, word length: 7.51, word index: 71
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: yeaah, word length: 6.10, word index: 74
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: oo, word length: 5.01, word index: 76
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: yea, word length: 7.45, word index: 77
INFO:LONG WORD LENGTH: DALI ID: 3d634e1e91094293a9f5133318056aa1, index (from get_file_path): 1205, text: oo, word length: 5.25, word index: 79
INFO:LONG WORD LENGTH: DALI ID: 3dc2d58c515f4da59381702b8a82dae3, index (from get_file_path): 1215, text: amen, word length: 9.26, word index: 260
INFO:LONG WORD LENGTH: DALI ID: 3e1b938c28594da98a79e44b2dda0692, index (from get_file_path): 1222, text: --oh,, word length: 17.70, word index: 255
INFO:LONG WORD LENGTH: DALI ID: 3e1b938c28594da98a79e44b2dda0692, index (from get_file_path): 1222, text: ----with, word length: 5.31, word index: 298
INFO:LONG WORD LENGTH: DALI ID: 3e3c52c819fd4ea6bd2f3ae6be55be9a, index (from get_file_path): 1223, text: ground, word length: 9.66, word index: 110
INFO:LONG WORD LENGTH: DALI ID: 3e3c52c819fd4ea6bd2f3ae6be55be9a, index (from get_file_path): 1223, text: down, word length: 5.38, word index: 114
INFO:LONG WORD LENGTH: DALI ID: 3e3c52c819fd4ea6bd2f3ae6be55be9a, index (from get_file_path): 1223, text: down, word length: 5.68, word index: 118
INFO:LONG WORD LENGTH: DALI ID: 3e7aaa517d9b48c9b676eac80bea5a08, index (from get_file_path): 1228, text: ohooh, word length: 5.02, word index: 292
INFO:LONG WORD LENGTH: DALI ID: 3e87384abeed406db2f23b4e568e850f, index (from get_file_path): 1230, text: bambambambambambambambambambam, word length: 7.59, word index: 69
INFO:LONG WORD LENGTH: DALI ID: 3e87384abeed406db2f23b4e568e850f, index (from get_file_path): 1230, text: bambambambambambambambambambam, word length: 7.85, word index: 136
INFO:LONG WORD LENGTH: DALI ID: 3eaa5df325494625bd88998d60c05340, index (from get_file_path): 1231, text: tonight, word length: 6.66, word index: 192
INFO:LONG WORD LENGTH: DALI ID: 3ec5f0a3bdf74c7380fac99dde11e8b4, index (from get_file_path): 1233, text: self, word length: 5.81, word index: 152
INFO:LONG WORD LENGTH: DALI ID: 3f4cec7205a941fdb76eaa2230c5487f, index (from get_file_path): 1244, text: tonight, word length: 5.48, word index: 198
INFO:LONG WORD LENGTH: DALI ID: 3f977e1d387140108d269bfda4ebd2c4, index (from get_file_path): 1248, text: undone, word length: 5.35, word index: 224
INFO:LONG WORD LENGTH: DALI ID: 3fbe10c7dab4449eb254df87ca6a8dbe, index (from get_file_path): 1253, text: high, word length: 7.60, word index: 260
INFO:LONG WORD LENGTH: DALI ID: 3fdb0066c82641fba372d9bbafdbe440, index (from get_file_path): 1254, text: blackboard, word length: 9.04, word index: 170
INFO:LONG WORD LENGTH: DALI ID: 3fdb0066c82641fba372d9bbafdbe440, index (from get_file_path): 1254, text: uho, word length: 6.63, word index: 223
INFO:LONG WORD LENGTH: DALI ID: 3fdb0066c82641fba372d9bbafdbe440, index (from get_file_path): 1254, text: uho, word length: 6.63, word index: 224
INFO:LONG WORD LENGTH: DALI ID: 3fdb0066c82641fba372d9bbafdbe440, index (from get_file_path): 1254, text: uho, word length: 7.83, word index: 225
INFO:LONG WORD LENGTH: DALI ID: 3fdff2eb3dfa418cae6ecf860c7e65d3, index (from get_file_path): 1256, text: oooooooooh, word length: 6.55, word index: 182
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: stand, word length: 0.30, line number: 0
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: by, word length: 0.30, line number: 1
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: five, word length: 0.37, line number: 2
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: four, word length: 0.37, line number: 3
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: three, word length: 0.37, line number: 4
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: two, word length: 0.30, line number: 5
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: one, word length: 0.43, line number: 6
INFO:NEGATIVE WORD START TIME: DALI ID: 404803fe816d4617a24efd8f6fd91e5e, index (from get_file_path): 1264, text: activate, word length: 0.49, line number: 7
INFO:LONG WORD LENGTH: DALI ID: 40daa39669be43168d71df0a3f060d52, index (from get_file_path): 1275, text: too-ra-loo-rye-ay, word length: 8.16, word index: 222
INFO:LONG WORD LENGTH: DALI ID: 40eaf07a820f43118143542b8bb6db97, index (from get_file_path): 1280, text: *solo*, word length: 21.51, word index: 225
INFO:LONG WORD LENGTH: DALI ID: 411f436033d9455eb24686d925dc54e0, index (from get_file_path): 1282, text: there, word length: 5.21, word index: 138
INFO:LONG WORD LENGTH: DALI ID: 4170157150034c32928c7e278fd26139, index (from get_file_path): 1288, text: by, word length: 6.36, word index: 344
INFO:LONG WORD LENGTH: DALI ID: 41706b4f2b044cd6b8c2dee5a39d1dc2, index (from get_file_path): 1289, text: breathe, word length: 12.27, word index: 103
INFO:LONG WORD LENGTH: DALI ID: 41706b4f2b044cd6b8c2dee5a39d1dc2, index (from get_file_path): 1289, text: breathe, word length: 12.44, word index: 155
INFO:LONG WORD LENGTH: DALI ID: 41935153d0ad452f810d711ba2ed4325, index (from get_file_path): 1291, text: night, word length: 5.10, word index: 112
INFO:LONG WORD LENGTH: DALI ID: 41935153d0ad452f810d711ba2ed4325, index (from get_file_path): 1291, text: beee, word length: 7.95, word index: 119
INFO:LONG WORD LENGTH: DALI ID: 4215089de76441c9989db01cf3b62e33, index (from get_file_path): 1298, text: stay--doo, word length: 27.00, word index: 115
INFO:NEGATIVE WORD START TIME: DALI ID: 42840f8dfad04bbeae55a89ab318cc74, index (from get_file_path): 1308, text: i, word length: 0.16, line number: 0
INFO:NEGATIVE WORD START TIME: DALI ID: 42840f8dfad04bbeae55a89ab318cc74, index (from get_file_path): 1308, text: delfini, word length: 0.96, line number: 1
INFO:NEGATIVE WORD START TIME: DALI ID: 42840f8dfad04bbeae55a89ab318cc74, index (from get_file_path): 1308, text: vanno-a, word length: 0.43, line number: 2
INFO:LONG WORD LENGTH: DALI ID: 42d7edae3f8a4c1e906eaf5af7a236ff, index (from get_file_path): 1316, text: love, word length: 5.77, word index: 238
INFO:LONG WORD LENGTH: DALI ID: 42db9f98993e412d8164e1c4f64f51bf, index (from get_file_path): 1317, text: z-nadziej1-!, word length: 5.33, word index: 35
INFO:LONG WORD LENGTH: DALI ID: 42ed19af25904e16ab26b5f9f1f1c457, index (from get_file_path): 1322, text: vain, word length: 9.14, word index: 134
INFO:LONG WORD LENGTH: DALI ID: 43002e4a2ff44b5884b87591dc9af8ec, index (from get_file_path): 1324, text: girlfriend, word length: 11.71, word index: 195
INFO:LONG WORD LENGTH: DALI ID: 433982074e164cc7a782a3a44f6da838, index (from get_file_path): 1329, text: nirvana!, word length: 15.72, word index: 301
INFO:LONG WORD LENGTH: DALI ID: 439cb1b4069142d980c0c21322b7317f, index (from get_file_path): 1343, text: mine?, word length: 6.51, word index: 24
INFO:LONG WORD LENGTH: DALI ID: 439cb1b4069142d980c0c21322b7317f, index (from get_file_path): 1343, text: tome, word length: 5.55, word index: 34
INFO:LONG WORD LENGTH: DALI ID: 439cb1b4069142d980c0c21322b7317f, index (from get_file_path): 1343, text: ineedyourlove, word length: 6.17, word index: 90
INFO:LONG WORD LENGTH: DALI ID: 439cb1b4069142d980c0c21322b7317f, index (from get_file_path): 1343, text: tome, word length: 5.26, word index: 100
INFO:LONG WORD LENGTH: DALI ID: 43f442504f5e440aa8f7264d9b29db3f, index (from get_file_path): 1351, text: days., word length: 6.19, word index: 233
INFO:LONG WORD LENGTH: DALI ID: 445fc5dd3d314d799df03d9c2dbcd692, index (from get_file_path): 1361, text: pay, word length: 5.06, word index: 51
INFO:LONG WORD LENGTH: DALI ID: 447ad2147ce34a759c7eca2bca2b48e8, index (from get_file_path): 1364, text: ah, word length: 5.38, word index: 202
INFO:LONG WORD LENGTH: DALI ID: 447ad2147ce34a759c7eca2bca2b48e8, index (from get_file_path): 1364, text: ah, word length: 5.38, word index: 211
INFO:LONG WORD LENGTH: DALI ID: 44a155bc69ef4fb5b24078b70d801902, index (from get_file_path): 1367, text: leti, word length: 7.11, word index: 19
INFO:LONG WORD LENGTH: DALI ID: 44a155bc69ef4fb5b24078b70d801902, index (from get_file_path): 1367, text: vanocich, word length: 6.82, word index: 66
INFO:LONG WORD LENGTH: DALI ID: 44a155bc69ef4fb5b24078b70d801902, index (from get_file_path): 1367, text: pit, word length: 6.82, word index: 82
INFO:LONG WORD LENGTH: DALI ID: 44a155bc69ef4fb5b24078b70d801902, index (from get_file_path): 1367, text: vanocich, word length: 14.82, word index: 126
INFO:LONG WORD LENGTH: DALI ID: 44de1e2de1524ddaa5461d5c83988168, index (from get_file_path): 1374, text: ooooooh, word length: 5.50, word index: 208
INFO:LONG WORD LENGTH: DALI ID: 44ffed10b53542d1b2e3e646f47ba315, index (from get_file_path): 1379, text: ah, word length: 7.23, word index: 106
INFO:NEGATIVE WORD LENGTH: DALI ID: 44ffed10b53542d1b2e3e646f47ba315, index (from get_file_path): 1379, text: ahshake, word length: -129.29, line number: 188
INFO:LONG WORD LENGTH: DALI ID: 44ffed10b53542d1b2e3e646f47ba315, index (from get_file_path): 1379, text: ah, word length: 7.23, word index: 248
INFO:LONG WORD LENGTH: DALI ID: 44ffed10b53542d1b2e3e646f47ba315, index (from get_file_path): 1379, text: ah, word length: 6.53, word index: 294
INFO:LONG WORD LENGTH: DALI ID: 453ab09113fb4f989ceb889d6e398260, index (from get_file_path): 1389, text: d'attendre, word length: 5.28, word index: 58
INFO:LONG WORD LENGTH: DALI ID: 453ab09113fb4f989ceb889d6e398260, index (from get_file_path): 1389, text: m'attendes, word length: 7.34, word index: 171
INFO:LONG WORD LENGTH: DALI ID: 453ab09113fb4f989ceb889d6e398260, index (from get_file_path): 1389, text: attendre, word length: 8.26, word index: 235
INFO:LONG WORD LENGTH: DALI ID: 453ab09113fb4f989ceb889d6e398260, index (from get_file_path): 1389, text: prends, word length: 6.88, word index: 237
INFO:LONG WORD LENGTH: DALI ID: 453ab09113fb4f989ceb889d6e398260, index (from get_file_path): 1389, text: temps, word length: 6.88, word index: 245
INFO:LONG WORD LENGTH: DALI ID: 454a5f5ac6714d4486f1ebbe8a793e88, index (from get_file_path): 1391, text: tonight, word length: 5.99, word index: 82
INFO:LONG WORD LENGTH: DALI ID: 455cd308e1fd406290773c595d0024bc, index (from get_file_path): 1393, text: duele., word length: 9.48, word index: 175
INFO:LONG WORD LENGTH: DALI ID: 456dff0ae265491184d6d2e52730d420, index (from get_file_path): 1394, text: forever, word length: 6.00, word index: 122
INFO:LONG WORD LENGTH: DALI ID: 456dff0ae265491184d6d2e52730d420, index (from get_file_path): 1394, text: more, word length: 9.37, word index: 123
INFO:LONG WORD LENGTH: DALI ID: 45ae1d485b844bbb97744b7fc6de7919, index (from get_file_path): 1399, text: intricate, word length: 5.25, word index: 323
INFO:LONG WORD LENGTH: DALI ID: 45da5a09f25d4f2fb176b41ee76bb6be, index (from get_file_path): 1404, text: played, word length: 5.14, word index: 152
INFO:LONG WORD LENGTH: DALI ID: 4699fce7bf8141eca45aa47efea087e5, index (from get_file_path): 1415, text: aaaaah, word length: 5.05, word index: 217
INFO:LONG WORD LENGTH: DALI ID: 46a2cd4cc2dd4f0182dea4f98f3bc822, index (from get_file_path): 1417, text: anymore, word length: 5.19, word index: 38
INFO:LONG WORD LENGTH: DALI ID: 46a2cd4cc2dd4f0182dea4f98f3bc822, index (from get_file_path): 1417, text: anymore, word length: 5.19, word index: 110
INFO:LONG WORD LENGTH: DALI ID: 46b4fb5a53a74ae0bf1c439b1b6d8a07, index (from get_file_path): 1420, text: gone, word length: 5.57, word index: 217
INFO:LONG WORD LENGTH: DALI ID: 46b5fb38b6de490eabb322b8878de73e, index (from get_file_path): 1421, text: la..., word length: 5.48, word index: 221
INFO:LONG WORD LENGTH: DALI ID: 46e12c0c94f140c7b7ca0b866498e2da, index (from get_file_path): 1425, text: artiste, word length: 6.19, word index: 239
INFO:LONG WORD LENGTH: DALI ID: 46e12c0c94f140c7b7ca0b866498e2da, index (from get_file_path): 1425, text: j'existe, word length: 9.31, word index: 248
INFO:LONG WORD LENGTH: DALI ID: 4708845658ec47a09777ec6ce3fd9f11, index (from get_file_path): 1430, text: her, word length: 6.35, word index: 287
INFO:LONG WORD LENGTH: DALI ID: 47819c0a81dc45baaac5c90797b1e688, index (from get_file_path): 1440, text: vie., word length: 6.24, word index: 158
INFO:LONG WORD LENGTH: DALI ID: 481281f5c45d4d4f88019de047c64952, index (from get_file_path): 1451, text: bayou, word length: 10.76, word index: 204
INFO:LONG WORD LENGTH: DALI ID: 486ad08c0a294fab8e520e12850c2702, index (from get_file_path): 1460, text: you, word length: 7.25, word index: 146
INFO:LONG WORD LENGTH: DALI ID: 489cec19818a40be98c703dae5e8ab77, index (from get_file_path): 1462, text: me, word length: 7.25, word index: 133
INFO:LONG WORD LENGTH: DALI ID: 489cec19818a40be98c703dae5e8ab77, index (from get_file_path): 1462, text: you, word length: 5.75, word index: 191
INFO:LONG WORD LENGTH: DALI ID: 48b140331b6b4a1393027a7cacc2e431, index (from get_file_path): 1463, text: try, word length: 5.01, word index: 232
INFO:LONG WORD LENGTH: DALI ID: 48c5941049bf4b39aebf9afa493f7962, index (from get_file_path): 1464, text: fly, word length: 13.28, word index: 194
INFO:LONG WORD LENGTH: DALI ID: 48c5941049bf4b39aebf9afa493f7962, index (from get_file_path): 1464, text: aaah, word length: 5.26, word index: 201
INFO:LONG WORD LENGTH: DALI ID: 48f45380acdb450dae263b162637509a, index (from get_file_path): 1469, text: nathalie, word length: 6.84, word index: 80
INFO:LONG WORD LENGTH: DALI ID: 48f45380acdb450dae263b162637509a, index (from get_file_path): 1469, text: nathalie, word length: 5.96, word index: 205
INFO:LONG WORD LENGTH: DALI ID: 495fa4164f084c838c0564e0fd620e99, index (from get_file_path): 1477, text: your's, word length: 8.35, word index: 154
INFO:LONG WORD LENGTH: DALI ID: 495fa4164f084c838c0564e0fd620e99, index (from get_file_path): 1477, text: your's, word length: 9.28, word index: 159
INFO:LONG WORD LENGTH: DALI ID: 495fa4164f084c838c0564e0fd620e99, index (from get_file_path): 1477, text: faithfully, word length: 6.27, word index: 160
INFO:LONG WORD LENGTH: DALI ID: 498ab6a881b245479dd03b29f0fb41ae, index (from get_file_path): 1481, text: ti------------me, word length: 5.14, word index: 189
INFO:LONG WORD LENGTH: DALI ID: 49a191d41f804f57a9d12f5dff4b7823, index (from get_file_path): 1483, text: you, word length: 6.28, word index: 234
INFO:LONG WORD LENGTH: DALI ID: 49c8d62a7835498e9232f29cbdf1d6d9, index (from get_file_path): 1485, text: all, word length: 5.29, word index: 166
INFO:LONG WORD LENGTH: DALI ID: 4a08ec8456c54759a78bc68f49f028f7, index (from get_file_path): 1489, text: "ritababa", word length: 15.03, word index: 0
INFO:LONG WORD LENGTH: DALI ID: 4a1964aba8594e87ab9cbf3f21f562da, index (from get_file_path): 1491, text: one, word length: 7.21, word index: 202
INFO:LONG WORD LENGTH: DALI ID: 4a1964aba8594e87ab9cbf3f21f562da, index (from get_file_path): 1491, text: one, word length: 7.31, word index: 241
INFO:LONG WORD LENGTH: DALI ID: 4a52cd5668a04c0f8d2ca2eaf041dd0c, index (from get_file_path): 1498, text: ago..., word length: 5.00, word index: 54
INFO:LONG WORD LENGTH: DALI ID: 4a84ea9e64f84526a3e806c42189c0f2, index (from get_file_path): 1506, text: man, word length: 6.56, word index: 253
INFO:LONG WORD LENGTH: DALI ID: 4b13348ca17347b2be7a958425580e89, index (from get_file_path): 1516, text: mine, word length: 9.29, word index: 138
INFO:LONG WORD LENGTH: DALI ID: 4b13348ca17347b2be7a958425580e89, index (from get_file_path): 1516, text: mine-yeah!, word length: 7.33, word index: 340
INFO:LONG WORD LENGTH: DALI ID: 4b5c06c933244c008d7a41ab24727a25, index (from get_file_path): 1524, text: lis------------a., word length: 5.28, word index: 204
INFO:LONG WORD LENGTH: DALI ID: 4b5c06c933244c008d7a41ab24727a25, index (from get_file_path): 1524, text: lisa., word length: 7.50, word index: 332
INFO:LONG WORD LENGTH: DALI ID: 4bdf714c2ae6462e8dbb18d49daf8e16, index (from get_file_path): 1538, text: whoa-------------, word length: 8.09, word index: 203
INFO:LONG WORD LENGTH: DALI ID: 4c85e2088d624eb9b50e8cac734cc150, index (from get_file_path): 1550, text: sole, word length: 6.97, word index: 198
INFO:LONG WORD LENGTH: DALI ID: 4d4c97b0edc946b2acdfca497dfae818, index (from get_file_path): 1562, text: done, word length: 5.52, word index: 183
INFO:LONG WORD LENGTH: DALI ID: 4d53cc6aa7e7460bb33584e9fe0fa046, index (from get_file_path): 1566, text: ohh, word length: 5.16, word index: 128
INFO:LONG WORD LENGTH: DALI ID: 4d53cc6aa7e7460bb33584e9fe0fa046, index (from get_file_path): 1566, text: ohh, word length: 5.91, word index: 265
INFO:LONG WORD LENGTH: DALI ID: 4d53cc6aa7e7460bb33584e9fe0fa046, index (from get_file_path): 1566, text: ohh, word length: 5.91, word index: 290
INFO:LONG WORD LENGTH: DALI ID: 4e32015c790041179595f2e7a07bdd96, index (from get_file_path): 1591, text: halls, word length: 6.45, word index: 28
INFO:LONG WORD LENGTH: DALI ID: 4e32015c790041179595f2e7a07bdd96, index (from get_file_path): 1591, text: ah, word length: 16.35, word index: 91
INFO:LONG WORD LENGTH: DALI ID: 4e32015c790041179595f2e7a07bdd96, index (from get_file_path): 1591, text: ah, word length: 17.10, word index: 92
